	1.5 folds up-regulated																						
AT1G02150.1	881	10,24	5	0,90 	0,05 	1,01 	0,02 	1,13 	0,06 	0,99 	0,83 	0,96 	0,80 	1,07 	1,00 	1,03 	0,96 	1,06 	0,99 	1,27 	1,19 		"Tetratricopeptide repeat (TPR)-like superfamily protein; FUNCTIONS IN: binding; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885), Tetratricopeptide-like helical (InterPro:IPR011990); BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR) superfamily protein (TAIR:AT4G02820.1); Has 10811 Blast hits to 5678 proteins in 200 species: Archae - 0; Bacteria - 11; Metazoa - 28; Fungi - 100; Plants - 10424; Viruses - 0; Other Eukaryotes - 248 (source: NCBI BLink)."
AT1G02280.2	759	12,05	5	0,98 	0,01 	1,05 	0,02 	1,06 	0,02 	1,00 	0,99 	0,97 	0,95 	1,04 	1,10 	1,01 	1,06 	1,03 	1,08 	1,04 	1,10 	TRANSLOCON AT THE OUTER ENVELOPE MEMBRANE OF CHLOROPLASTS 33 (TOC33)	Encodes a GTP-binding GTP-ase. Component of the chloroplast protein import machinery. Required for import of POR B into plastids. Toc33 phosphorylation may not play an important role in vivo.
AT1G02500.2	583	15,16	25	1,14 	0,08 	1,34 	0,19 	1,16 	0,17 	1,36 	1,11 	1,14 	0,97 	1,77 	1,11 	1,51 	0,95 	1,36 	0,82 	1,53 	0,95 	S-ADENOSYLMETHIONINE SYNTHETASE 1 (SAM1)	encodes a S-adenosylmethionine synthetase. SAM1 is regulated by protein S-nitrosylation. The covalent binding of nitric oxide (NO) to the Cys114 residue inhibits the enzyme activity.
AT1G02560.1	1513	5,04	7	0,92 	0,03 	0,97 	0,04 	1,06 	0,06 	0,95 	0,84 	0,99 	0,88 	0,89 	1,02 	0,92 	1,06 	0,92 	1,07 	1,04 	1,20 	NUCLEAR ENCODED CLP PROTEASE 5 (CLPP5)	One of several nuclear-encoded ClpPs (caseinolytic protease). Contains a highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp). The name reflects nomenclature described in Adam et. al (2001).
AT1G02780.1	823	11,09	8	1,89 	0,36 	1,76 	0,32 	0,94 	0,06 	2,23 	2,73 	1,17 	1,43 	2,31 	2,31 	1,19 	1,24 	1,01 	1,09 	0,81 	0,87 	EMBRYO DEFECTIVE 2386 (emb2386)	"embryo defective 2386 (emb2386); FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis, embryo development ending in seed dormancy; LOCATED IN: in 6 components; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L19/L19e (InterPro:IPR000196), Ribosomal protein L19/L19e, domain 3 (InterPro:IPR015974), Ribosomal protein L19/L19e, domain 1 (InterPro:IPR015972); BEST Arabidopsis thaliana protein match is: Ribosomal protein L19e family protein (TAIR:AT3G16780.1); Has 1157 Blast hits to 1157 proteins in 410 species: Archae - 291; Bacteria - 0; Metazoa - 330; Fungi - 173; Plants - 159; Viruses - 0; Other Eukaryotes - 204 (source: NCBI BLink)."
AT1G02840.3	1832	3,77	5	3,12 	2,08 	3,93 	1,75 	2,91 	1,27 	9,29 	1,31 	1,64 	0,24 	8,79 	4,06 	2,05 	0,82 	1,25 	0,49 	6,03 	3,87 	SERINE/ARGININE-RICH PROTEIN SPLICING FACTOR 34 (SR34)	SR34/SR1 is a plant homologue of the human general/alternative splicing factor SF2/ASF. Barta et al (2010) have proposed a nomenclature for Serine/Arginine-Rich Protein Splicing Factors (SR proteins): Plant Cell. 2010, 22:2926.
AT1G02910.1	1292	6,32	4	1,02 	0,02 	1,15 	0,07 	1,11 	0,06 	0,99 	0,98 	1,07 	1,06 	1,20 	1,00 	1,31 	1,08 	1,20 	1,00 	1,22 	1,01 	LOW PSII ACCUMULATION1 (LPA1)	Mutants defective in this gene were shown to have a reduced PSII content (overall reduction in the levels of several PSII subunits) and a disrupted grana stack structure. The N-terminal half of the protein contains two tetratricopeptide repeat (TPR) motifs that are arranged tandemly, each consisting of a 34-residue degenerate consensus sequence. The  N-terminal sequence is rich in positive and hydroxylated amino acid residues.
AT1G03130.1	1756	4	32	1,06 	0,07 	0,87 	0,05 	0,81 	0,01 	1,19 	1,15 	0,96 	0,93 	0,98 	0,94 	0,79 	0,76 	0,82 	0,78 	0,85 	0,81 	PHOTOSYSTEM I SUBUNIT D-2 (PSAD-2)	Encodes a protein predicted by sequence similarity with spinach PsaD to be photosystem I reaction center subunit II (PsaD2)
AT1G03160.1	1232	6,76	4	1,57 	0,48 	1,22 	0,53 	0,80 	0,25 	0,73 	0,79 	2,17 	2,61 	0,30 	0,95 	0,89 	2,75 	0,39 	1,28 	0,34 	1,19 	FZO-LIKE (FZL)	"A new plant-specific member of the dynamin superfamily; defines a new protein class within the dynamin superfamily of membrane remodeling GTPases that regulates organization of the thylakoid network in plants. Targeted to chloroplasts and associated with thylakoid and envelope membranes as punctate structures. Knockout mutants have abnormalities in chloroplast and thylakoid morphology, including disorganized grana stacks and alterations in the relative proportions of grana and stroma thylakoids. Overexpression of FZL-GFP also conferred defects in thylakoid organization."
AT1G03220.1	2035	2,88	4	1,09 	0,11 	0,95 	0,08 	0,87 	0,06 	1,11 	1,37 	0,84 	1,04 	1,03 	1,13 	0,78 	0,85 	0,92 	1,00 	0,74 	0,81 		"Eukaryotic aspartyl protease family protein; FUNCTIONS IN: aspartic-type endopeptidase activity; INVOLVED IN: response to salt stress; LOCATED IN: cell wall, plasma membrane, membrane, plant-type cell wall; EXPRESSED IN: 6 plant structures; CONTAINS InterPro DOMAIN/s: Peptidase aspartic (InterPro:IPR021109), Peptidase aspartic, catalytic (InterPro:IPR009007), Peptidase A1 (InterPro:IPR001461); BEST Arabidopsis thaliana protein match is: Eukaryotic aspartyl protease family protein (TAIR:AT1G03230.1); Has 1398 Blast hits to 1391 proteins in 46 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1396; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink)."
AT1G03230.1	912	9,92	5	1,03 	0,08 	0,83 	0,07 	0,80 	0,04 	1,14 	1,19 	0,87 	0,91 	1,00 	0,87 	0,77 	0,67 	0,88 	0,76 	0,84 	0,72 		"Eukaryotic aspartyl protease family protein; FUNCTIONS IN: aspartic-type endopeptidase activity; INVOLVED IN: response to salt stress; LOCATED IN: cell wall, plant-type cell wall; EXPRESSED IN: stem, root; CONTAINS InterPro DOMAIN/s: Peptidase aspartic (InterPro:IPR021109), Peptidase aspartic, catalytic (InterPro:IPR009007), Peptidase A1 (InterPro:IPR001461); BEST Arabidopsis thaliana protein match is: Eukaryotic aspartyl protease family protein (TAIR:AT1G03220.1); Has 1391 Blast hits to 1386 proteins in 45 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1391; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
AT1G03475.1	175	32,59	19	0,96 	0,02 	0,95 	0,01 	0,97 	0,02 	0,99 	0,92 	1,01 	0,93 	0,95 	0,93 	0,96 	0,94 	0,95 	0,92 	1,03 	1,00 	LESION INITIATION 2 (LIN2)	Encodes coproporphyrinogen III oxidase, a key enzyme in the biosynthetic pathway of chlorophyll and heme, a tetrapyrrole pathway. Mutants express cytological and molecular markers associated with the defense responses, usually activated by pathogen infection.
AT1G03600.1	630	14,14	8	0,95 	0,15 	0,97 	0,15 	1,03 	0,13 	1,34 	0,98 	0,86 	0,62 	1,00 	1,37 	0,63 	0,86 	0,74 	1,00 	1,00 	1,37 	 (PSB27)	"PSB27; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: photosystem II repair; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast thylakoid lumen, chloroplast photosystem II, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 273 Blast hits to 273 proteins in 82 species: Archae - 0; Bacteria - 114; Metazoa - 0; Fungi - 0; Plants - 63; Viruses - 0; Other Eukaryotes - 96 (source: NCBI BLink)."
AT1G03630.2	192	30,87	23	0,62 	0,08 	0,77 	0,15 	1,31 	0,28 	0,68 	0,45 	0,80 	0,53 	0,47 	0,93 	0,57 	1,13 	0,71 	1,37 	1,10 	2,05 	PROTOCHLOROPHYLLIDE OXIDOREDUCTASE C (POR C)	Encodes for a protein with protochlorophyllide oxidoreductase activity. The enzyme is NADPH- and light-dependent.
AT1G03680.1	682	13,2	12	0,88 	0,10 	0,68 	0,06 	0,79 	0,07 	1,14 	0,86 	0,86 	0,65 	0,76 	0,81 	0,57 	0,60 	0,66 	0,70 	0,87 	0,95 	THIOREDOXIN M-TYPE 1 (THM1)	encodes a chloroplast thioredoxin similar to prokaryotic thioredoxins.
AT1G03870.1	1163	7,36	5	1,01 	0,13 	0,75 	0,09 	0,74 	0,02 	1,22 	1,25 	0,78 	0,80 	0,85 	0,97 	0,57 	0,63 	0,70 	0,79 	0,69 	0,78 	FASCICLIN-LIKE ARABINOOGALACTAN 9 (FLA9)	fasciclin-like arabinogalactan-protein 9 (Fla9)
AT1G04040.1	2216	2,21	2	1,03 	0,04 	0,87 	0,05 	0,84 	0,02 	0,95 	0,95 	1,11 	1,10 	0,76 	0,84 	0,89 	0,98 	0,79 	0,87 	0,80 	0,88 		"HAD superfamily, subfamily IIIB acid phosphatase ; FUNCTIONS IN: acid phosphatase activity; INVOLVED IN: biological_process unknown; LOCATED IN: cell wall, plasma membrane, vacuole, plant-type cell wall; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Acid phosphatase (Class B) (InterPro:IPR005519), Vegetative storage protein/acid phosphatase (InterPro:IPR014403), Acid phosphatase, plant (InterPro:IPR010028); BEST Arabidopsis thaliana protein match is: HAD superfamily, subfamily IIIB acid phosphatase  (TAIR:AT5G44020.1); Has 1079 Blast hits to 1077 proteins in 335 species: Archae - 0; Bacteria - 592; Metazoa - 2; Fungi - 0; Plants - 364; Viruses - 0; Other Eukaryotes - 121 (source: NCBI BLink)."
AT1G04080.3	1869	3,61	2	0,88 	0,24 	1,24 	0,09 	1,74 	0,45 	0,53 	1,45 	0,42 	1,11 	1,36 	1,43 	1,05 	1,11 	2,49 	2,54 	0,94 	0,98 	 (PRP39)	"PRP39; INVOLVED IN: regulation of timing of transition from vegetative to reproductive phase; LOCATED IN: intracellular; EXPRESSED IN: 28 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: RNA-processing protein, HAT helix (InterPro:IPR003107); BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT5G46400.1)."
AT1G04110.1	1996	3,04	4	1,14 	0,09 	1,18 	0,08 	1,03 	0,05 	0,94 	1,10 	1,16 	1,36 	1,09 	1,01 	1,36 	1,26 	1,15 	1,07 	0,98 	0,91 	STOMATAL DENSITY AND DISTRIBUTION 1 (SDD1)	Initially identified as a mutation affecting stomatal development and distribution. Encodes a protein similar to serine proteases.
AT1G04170.1	869	10,45	5	0,81 	0,08 	0,88 	0,13 	1,07 	0,15 	0,81 	0,64 	1,01 	0,80 	0,60 	0,95 	0,77 	1,19 	0,74 	1,16 	0,94 	1,46 	EUKARYOTIC TRANSLATION INITIATION FACTOR 2 GAMMA SUBUNIT (EIF2 GAMMA)	protein synthesis initiation factor eIF2 gamma
AT1G04270.2	2490	2	6	0,99 	0,04 	1,05 	0,06 	1,05 	0,07 	1,04 	0,90 	1,09 	0,95 	0,93 	1,12 	0,97 	1,18 	0,88 	1,07 	1,02 	1,24 	CYTOSOLIC RIBOSOMAL PROTEIN S15 (RPS15)	Encodes cytosolic ribosomal protein S15.
AT1G04410.1	125	39,24	27	0,68 	0,17 	0,88 	0,10 	1,50 	0,35 	0,81 	0,35 	1,10 	0,47 	0,65 	0,83 	0,89 	1,13 	0,79 	1,03 	1,89 	2,29 	CYTOSOLIC-NAD-DEPENDENT MALATE DEHYDROGENASE 1 (c-NAD-MDH1)	predicted to encode a cytosolic malate dehydrogenase.
AT1G04420.1	755	12,07	6	0,80 	0,08 	0,91 	0,06 	1,15 	0,13 	0,95 	0,69 	0,92 	0,66 	0,82 	1,04 	0,79 	1,00 	0,86 	1,08 	1,18 	1,50 		"NAD(P)-linked oxidoreductase superfamily protein; FUNCTIONS IN: oxidoreductase activity, aldo-keto reductase activity; INVOLVED IN: oxidation reduction; LOCATED IN: chloroplast, chloroplast stroma, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aldo/keto reductase (InterPro:IPR001395); BEST Arabidopsis thaliana protein match is: potassium channel beta subunit 1 (TAIR:AT1G04690.1); Has 28623 Blast hits to 28597 proteins in 2530 species: Archae - 619; Bacteria - 18927; Metazoa - 1497; Fungi - 1929; Plants - 977; Viruses - 0; Other Eukaryotes - 4674 (source: NCBI BLink)."
AT1G04430.2	527	16,17	11	1,86 	0,25 	1,71 	0,35 	0,89 	0,14 	2,15 	2,40 	1,38 	1,50 	2,65 	1,49 	1,72 	0,99 	1,18 	0,65 	1,10 	0,63 		"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein; INVOLVED IN: biological_process unknown; LOCATED IN: Golgi apparatus, plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF248, methyltransferase putative (InterPro:IPR004159); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT3G23300.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
AT1G04510.2	1813	3,86	2	0,99 	0,02 	0,93 	0,08 	0,94 	0,09 	1,03 	0,96 	1,01 	0,95 	1,09 	0,79 	1,07 	0,78 	1,05 	0,77 	1,12 	0,82 	MOS4-ASSOCIATED  COMPLEX 3A (MAC3A)	Encodes MAC3A, a U-box proteins with homology to the yeast and human E3 ubiquitin ligase Prp19.  Associated with the MOS4-Associated Complex (MAC).  Involved in plant innate immunity.
AT1G04530.1	1189	7,12	4	0,93 	0,05 	0,93 	0,04 	1,00 	0,05 	0,92 	1,06 	0,82 	0,93 	1,05 	0,94 	0,92 	0,83 	1,12 	1,01 	0,98 	0,88 	TETRATRICOPEPTIDE REPEAT 4 (TPR4)	Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.
AT1G04620.1	1835	3,77	2	1,01 	0,03 	1,01 	0,03 	0,99 	0,03 	0,99 	1,09 	0,93 	1,02 	1,08 	1,01 	1,01 	0,94 	1,07 	1,00 	0,98 	0,91 	7-HYDROXYMETHYL CHLOROPHYLL A (HMCHL) REDUCTASE (HCAR)	Encodes a 7-hydroxymethyl chlorophyll a reductase, an enzyme of the chlorophyll cycle that converts 7-hydroxymethyl chlorophyll a to chlorophyll a.
AT1G04710.1	2162	2,34	2	0,79 	0,02 	1,24 	0,30 	1,55 	0,37 	0,76 	0,81 	0,77 	0,82 	1,74 	0,72 	1,77 	0,73 	2,27 	0,94 	2,13 	0,88 	PEROXISOMAL 3-KETOACYL-COA THIOLASE  4 (PKT4)	EC2.3.1.16 thiolase.
AT1G04850.1	1884	3,54	2	0,90 	0,08 	0,92 	0,07 	1,02 	0,06 	0,86 	0,72 	1,10 	0,91 	0,86 	0,77 	1,08 	0,96 	0,98 	0,88 	1,18 	1,06 		"ubiquitin-associated (UBA)/TS-N domain-containing protein; FUNCTIONS IN: zinc ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: intracellular; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, C2H2-like (InterPro:IPR015880), Ubiquitin-associated/translation elongation factor EF1B, N-terminal (InterPro:IPR000449), Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote (InterPro:IPR015940), PUB domain (InterPro:IPR018997), PUG domain (InterPro:IPR006567), Zinc finger, C2H2-type (InterPro:IPR007087), UBA-like (InterPro:IPR009060); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G48690.1); Has 9425 Blast hits to 9403 proteins in 278 species: Archae - 0; Bacteria - 0; Metazoa - 2591; Fungi - 765; Plants - 4746; Viruses - 72; Other Eukaryotes - 1251 (source: NCBI BLink)."
AT1G05010.1	855	10,66	6	0,51 	0,06 	0,72 	0,03 	1,43 	0,13 	0,57 	0,39 	0,64 	0,44 	0,64 	0,73 	0,71 	0,81 	1,16 	1,32 	1,46 	1,79 	ETHYLENE-FORMING ENZYME (EFE)	Encodes 1-aminocyclopropane-1-carboxylate oxidase
AT1G05140.1	1368	6	3	0,87 	0,05 	0,86 	0,02 	1,00 	0,06 	0,99 	0,82 	0,91 	0,75 	0,88 	0,91 	0,81 	0,85 	0,88 	0,91 	1,08 	1,12 		"Peptidase M50 family protein; FUNCTIONS IN: metalloendopeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: chloroplast, plastid; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase M50 (InterPro:IPR008915), PDZ/DHR/GLGF (InterPro:IPR001478), Peptidase M50, putative membrane-associated zinc metallopeptidase (InterPro:IPR004387); BEST Arabidopsis thaliana protein match is: ARABIDOPSIS SERIN PROTEASE (TAIR:AT2G32480.1); Has 10190 Blast hits to 7652 proteins in 2240 species: Archae - 41; Bacteria - 6892; Metazoa - 13; Fungi - 4; Plants - 72; Viruses - 0; Other Eukaryotes - 3168 (source: NCBI BLink)."
AT1G05190.1	218	28,69	19	1,16 	0,28 	1,54 	0,44 	1,42 	0,38 	1,03 	0,59 	1,92 	1,12 	0,67 	1,47 	1,26 	2,75 	0,66 	1,42 	1,12 	2,47 	EMBRYO DEFECTIVE 2394 (emb2394)	"embryo defective 2394 (emb2394); FUNCTIONS IN: structural constituent of ribosome, rRNA binding; INVOLVED IN: translation, embryo development ending in seed dormancy; LOCATED IN: chloroplast stroma, chloroplast, large ribosomal subunit, membrane, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L6 (InterPro:IPR000702), Ribosomal protein L6, bacterial-type (InterPro:IPR019906), Ribosomal protein L6, alpha-beta domain (InterPro:IPR020040), Ribosomal protein L6, conserved site (InterPro:IPR002358); BEST Arabidopsis thaliana protein match is: ribosomal protein L6 family protein (TAIR:AT2G18400.1); Has 8498 Blast hits to 8498 proteins in 2848 species: Archae - 226; Bacteria - 5468; Metazoa - 15; Fungi - 189; Plants - 125; Viruses - 0; Other Eukaryotes - 2475 (source: NCBI BLink)."
